sentence #,pattern,benefit_type,requirement_text,word,POS,tags
sentence 24,"Supplies used to self-monitor blood sugar levels, including blood sugar (glucose) test strips, digital blood sugar monitors, lancet devices and lancets, and glucose control solutions for checking test strip and monitor accuracy.",DIAS,Diabetic Monitoring Supplies,test,NN,O
sentence 24,"Supplies used to self-monitor blood sugar levels, including blood sugar (glucose) test strips, digital blood sugar monitors, lancet devices and lancets, and glucose control solutions for checking test strip and monitor accuracy.",DIAS,Diabetic Monitoring Supplies,strip,NN,O
sentence 24,"Supplies used to self-monitor blood sugar levels, including blood sugar (glucose) test strips, digital blood sugar monitors, lancet devices and lancets, and glucose control solutions for checking test strip and monitor accuracy.",DIAS,Diabetic Monitoring Supplies,and,CC,O
sentence 24,"Supplies used to self-monitor blood sugar levels, including blood sugar (glucose) test strips, digital blood sugar monitors, lancet devices and lancets, and glucose control solutions for checking test strip and monitor accuracy.",DIAS,Diabetic Monitoring Supplies,monitor,NN,O
sentence 24,"Supplies used to self-monitor blood sugar levels, including blood sugar (glucose) test strips, digital blood sugar monitors, lancet devices and lancets, and glucose control solutions for checking test strip and monitor accuracy.",DIAS,Diabetic Monitoring Supplies,accuracy,NN,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,1),CD,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,Plan,NNP,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,only,RB,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,covers,VBZ,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,glucometers,NNS,U_INCLUSION
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,and,CC,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,blood,NN,B_INCLUSION
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,glucose,JJ,I_INCLUSION
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,test,NN,I_INCLUSION
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,strips,NNS,I_INCLUSION
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,made,VBN,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,by,IN,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,Johnson,NNP,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,Johnson,NNP,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,Lifescan,NNP,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,One,CD,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,Touch,NNP,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,and,CC,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,Roche,NNP,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,ACCU,NNP,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,-,:,O
sentence 25,1) Plan only covers glucometers and blood glucose test strips made by Johnson & Johnson/Lifescan (OneTouchÂ®) and Roche (ACCU-CHECKÂ®).,DIAS,Diabetic Monitoring Supplies,CHECK,NN,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,We,PRP,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,will,MD,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,not,RB,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,cover,VB,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,other,JJ,B_EXCLUSION
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,brands,NNS,I_EXCLUSION
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,unless,IN,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,your,PRP$,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,provider,NN,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,tells,VBZ,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,us,PRP,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,it,PRP,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,is,VBZ,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,medically,RB,O
sentence 26,We will not cover other brands unless your provider tells us it is medically necessary.,DIAS,Diabetic Monitoring Supplies,necessary,JJ,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,Durable,NNP,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,Medical,NNP,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,Equipment,NNP,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,is,VBZ,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,primarily,RB,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,and,CC,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,customarily,RB,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,used,VBN,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,to,TO,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,serve,VB,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,a,DT,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,medical,JJ,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,purpose,NN,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,is,VBZ,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,appropriate,JJ,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,for,IN,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,use,NN,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,in,IN,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,the,DT,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,home,NN,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,and,CC,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,can,MD,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,withstand,VB,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,repeated,VBN,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,use,NN,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,and,CC,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,includes,VBZ,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,adaptive,JJ,B_INCLUSION
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,equipment,NN,I_INCLUSION
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,aids,NNS,I_INCLUSION
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,humidifiers,NNS,U_INCLUSION
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,oxygen,NN,U_INCLUSION
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,and,CC,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,related,JJ,B_INCLUSION
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,respiratory,NN,I_INCLUSION
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,equipment,NN,I_INCLUSION
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,nebulizers,NNS,U_INCLUSION
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,and,CC,O
sentence 27,"Durable Medical Equipment is primarily and customarily used to serve a medical purpose, is appropriate for use in the home, and can withstand repeated use, and includes adaptive equipment/aids, humidifiers, oxygen and related respiratory equipment, nebulizers, and glucometers.",DMES,Durable Medical Equipment (DME) ,glucometers,NNS,U_INCLUSION
sentence 28,DME does not include disposable medical supplies.,DMES,Durable Medical Equipment (DME) ,DME,NNP,O
sentence 28,DME does not include disposable medical supplies.,DMES,Durable Medical Equipment (DME) ,does,VBZ,O
sentence 28,DME does not include disposable medical supplies.,DMES,Durable Medical Equipment (DME) ,not,RB,O
sentence 28,DME does not include disposable medical supplies.,DMES,Durable Medical Equipment (DME) ,include,VB,O
sentence 28,DME does not include disposable medical supplies.,DMES,Durable Medical Equipment (DME) ,disposable,JJ,B_EXCLUSION
sentence 28,DME does not include disposable medical supplies.,DMES,Durable Medical Equipment (DME) ,medical,JJ,I_EXCLUSION
sentence 28,DME does not include disposable medical supplies.,DMES,Durable Medical Equipment (DME) ,supplies,NNS,I_EXCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,The,DT,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,components,NNS,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,needed,VBN,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,to,TO,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,perform,VB,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,home,NN,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,infusion,NN,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,include,VBP,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,the,DT,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,drug,NN,B_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,for,IN,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,example,NN,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,antivirals,NNS,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,immune,JJ,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,globulin,NN,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,equipment,NN,B_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,for,IN,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,example,NN,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,a,DT,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,pump,NN,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,and,CC,O
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,supplies,NNS,B_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,for,IN,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,example,NN,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,tubing,VBG,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,and,CC,I_INCLUSION
sentence 29,"The components needed to perform home infusion include the drug (for example, antivirals, immune globulin), equipment (for example, a pump), and supplies (for example, tubing and catheters).",DMES,Durable Medical Equipment (DME) ,catheters,NNS,I_INCLUSION
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,includes,VBZ,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,prescription,NN,B_INCLUSION
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,drugs,NNS,I_INCLUSION
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,and,CC,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,over,IN,B_INCLUSION
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,-,:,I_INCLUSION
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,the,DT,I_INCLUSION
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,-,:,I_INCLUSION
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,counter,NN,I_INCLUSION
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,drugs,NNS,I_INCLUSION
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,whether,IN,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,purchased,VBN,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,at,IN,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,a,DT,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,pharmacy,NN,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,or,CC,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,administered,VBN,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,by,IN,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,a,DT,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,licensed,JJ,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,medical,JJ,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,professional,NN,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,such,JJ,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,as,IN,O
